ticket_id,customer_id,product_id,assigned_agent_id,created_timestamp,resolved_timestamp,issue_category,priority,ticket_status,ticket_text
T00000187,C001173,P0035,A0031,2025-09-13 16:44:18,2025-09-15 06:44:18,Hardware,Low,Resolved,Board music herself among meeting this pretty many control.
T00000188,C001972,P0097,A0049,2025-07-23 03:41:18,,Application Crash,Low,In Progress,First two similar sea society your book cold space who listen according.
T00000189,C001344,P0017,A0044,2025-10-21 05:00:01,2025-10-25 20:00:01,Account Access,Medium,Resolved,Each approach within stay service fall skill total contain certain possible address garden.
T00000190,C000300,P0092,A0022,2025-10-04 20:01:36,,Account Access,Medium,In Progress,Establish bank west trial professor admit even score land successful third heart against purpose inside personal firm different.
T00000191,C000292,P0074,A0038,2025-09-02 03:56:08,2025-09-04 18:56:08,Performance,Critical,Closed,Important prepare owner feel newspaper wife quality establish general reality once go him capital blood property.
T00000192,C000155,P0082,A0049,2025-11-14 14:39:14,2025-11-17 00:39:14,Account Access,Low,Closed,Ok success color involve thing year reflect run sort those effort new social traditional message instead degree.
T00000193,C001536,P0036,A0044,2025-12-07 19:05:55,2025-12-10 13:05:55,Performance,Critical,Closed,Traditional matter especially lay age see just price with.
T00000194,C001192,P0001,A0047,2026-02-17 17:09:24,2026-02-19 11:09:24,Account Access,Low,Closed,Occur make people note beat feeling anyone number risk more.
T00000195,C001361,P0090,A0025,2026-05-29 10:14:16,2026-06-01 20:14:16,Account Access,Low,Closed,Hotel while personal street size woman everything especially join last week.
T00000196,C001983,P0055,A0050,2026-01-25 06:19:25,2026-01-26 10:19:25,Payment,Critical,Closed,Bring off month five it challenge talk collection young current risk.
T00000197,C001697,P0037,A0022,2026-04-06 00:04:49,2026-04-07 18:04:49,Refund,Medium,Resolved,Term grow forget these seven ability again nature heavy soldier.
T00000198,C000704,P0088,A0047,2026-04-28 07:37:23,2026-05-02 12:37:23,Login,Low,Closed,Law order partner about minute should nothing bed edge image able often task begin nothing.
T00000199,C001283,P0059,A0002,2026-04-27 09:18:27,,Login,Medium,Open,Charge dog rate cut lead story pull war officer least respond and across somebody front myself successful bank take.
T00000200,C000002,P0055,A0017,2026-07-01 18:31:19,2026-07-04 05:31:19,Hardware,Medium,Closed,Interesting yourself home American age others subject operation everyone despite its three rich each knowledge upon model be.
T00000201,C001791,P0036,A0007,2025-08-18 08:58:32,2025-08-19 05:58:32,Hardware,High,Resolved,New hard else may service while finally win country employee summer activity guy food dream include air focus want.
T00000202,C000762,P0086,A0038,2026-03-06 06:43:29,2026-03-06 17:43:29,Payment,Low,Resolved,Economy old region tell it challenge approach around case thing return special relationship much before medical turn present message.
T00000203,C000626,P0093,A0044,2026-03-02 02:33:52,2026-03-05 11:33:52,Account Access,Medium,Closed,Why chance three cell most may attorney energy foot carry dinner tree PM.
T00000204,C000187,P0091,A0008,2025-09-26 06:46:53,2025-09-29 18:46:53,Login,Medium,Closed,Find week develop yet admit far city behind sign wear necessary forward near rather voice.
T00000205,C000272,P0076,A0018,2026-03-14 11:41:29,2026-03-14 21:41:29,Refund,Critical,Closed,Skill window generation adult program throughout boy all let common area.
T00000206,C000017,P0090,A0022,2025-12-26 02:06:54,,Account Access,Low,Open,Age be no mission leader ahead rich second compare worker camera same understand interview go.
T00000207,C000271,P0062,A0007,2025-08-31 01:04:37,2025-09-03 18:04:37,Payment,Critical,Closed,Pressure enough mother hear marriage investment seem difference.
T00000208,C001497,P0014,A0008,2026-05-25 22:30:34,,Performance,High,Open,Fine rise wife figure concern certain key would system feel stay agent performance.
T00000209,C000784,P0100,A0050,2025-11-19 17:56:24,2025-11-20 11:56:24,Account Access,Medium,Resolved,According material sea personal day rule man chance dog next instead make.
T00000210,C000141,P0068,A0034,2025-12-19 15:02:08,,Login,Medium,In Progress,College vote series see call learn well hour would meeting suggest region hold go recognize hundred check.
T00000211,C001480,P0028,A0038,2025-09-01 23:00:52,2025-09-03 20:00:52,Hardware,Medium,Closed,Worker what perform kind young system kind task especially perhaps list stop production.
T00000212,C001407,P0057,A0017,2026-02-23 00:09:36,2026-02-26 07:09:36,Login,Low,Closed,Police gun already window board member may low feeling.
T00000213,C001542,P0016,A0034,2025-09-07 23:58:25,,Hardware,Critical,In Progress,Dog ten speech film film information school her charge book.
T00000214,C000645,P0018,A0018,2025-08-16 04:54:28,2025-08-18 11:54:28,Performance,Low,Resolved,So item education scene green ground offer common wide process everybody executive stand short.
T00000215,C001134,P0077,A0036,2025-08-21 17:12:43,,Hardware,High,In Progress,Manage crime nearly most less able protect do different quality smile matter tell south right month everyone soon Mr.
T00000216,C001737,P0085,A0020,2025-12-17 19:24:36,,Payment,Medium,Open,Employee similar girl better beyond analysis before spring he cultural seek bank risk east ahead.
T00000217,C001324,P0007,A0049,2026-04-14 12:19:56,2026-04-16 02:19:56,Account Access,Medium,Closed,Anything particularly week interest statement dream central require politics measure apply around clear yourself cut.
T00000218,C000231,P0031,A0030,2026-03-01 09:53:23,2026-03-03 11:53:23,Hardware,Low,Closed,Nearly or page when bag space allow actually fear view spend drive seek many between state.
T00000219,C000740,P0041,A0012,2026-05-05 08:48:05,,Application Crash,Critical,Open,Increase sit bit piece hold until set vote raise pattern seem anything medical better possible suddenly player start.
T00000220,C001399,P0023,A0047,2025-11-18 02:25:28,2025-11-21 00:25:28,Application Crash,Low,Resolved,Tv pick baby when future front close budget line coach more test kitchen seat.
T00000221,C001203,P0009,A0002,2026-01-12 15:26:26,,Performance,Medium,Open,Single out argue dinner born indeed interview need mention single.
T00000222,C001890,P0008,A0049,2026-01-11 23:40:05,,Application Crash,High,Open,Candidate dark other serve plant his loss simple movement magazine study.
T00000223,C001438,P0052,A0007,2025-07-29 02:54:58,2025-07-31 09:54:58,Hardware,Medium,Closed,There nice black total consider expert address reveal near six letter wife all college either test.
T00000224,C000635,P0011,A0031,2025-09-26 20:46:27,2025-09-27 07:46:27,Payment,Medium,Resolved,Degree house control wife business one smile his protect him.
T00000225,C001202,P0082,A0047,2025-11-27 07:50:08,2025-11-29 10:50:08,Account Access,Low,Resolved,Employee project after song radio ground join real early sure trial half security there center focus.
T00000226,C000896,P0094,A0018,2026-04-25 05:16:25,2026-04-28 23:16:25,Login,Medium,Resolved,Stuff thus statement home above until design hair without western.
T00000227,C001894,P0056,A0008,2026-03-22 10:10:06,,Application Crash,Low,Open,Short throughout church summer reflect reason per tend official eye talk me detail act tree school over.
T00000228,C001519,P0085,A0046,2026-05-23 20:06:40,2026-05-27 10:06:40,Payment,Low,Resolved,Sport first director challenge happy author live half space.
T00000229,C001450,P0018,A0044,2026-02-12 01:57:16,,Login,Medium,Open,Recognize identify some discuss test pass form finally before about admit budget set treatment inside.
T00000230,C001072,P0067,A0049,2026-05-07 23:59:38,2026-05-09 20:59:38,Account Access,High,Closed,Make star one interesting where floor east front season trial book.
T00000231,C000762,P0017,A0046,2026-02-10 12:17:28,,Account Access,High,In Progress,Town traditional forget better doctor head none media game.
T00000232,C001580,P0004,A0022,2025-10-22 06:44:39,,Account Access,Critical,Open,Heavy voice animal provide out claim same affect fast fall serve.
T00000233,C000131,P0034,A0044,2026-06-05 16:29:51,2026-06-08 12:29:51,Refund,Low,Resolved,Sign institution leg center group kid agree data step less gun south senior lose.
T00000234,C001047,P0047,A0005,2026-03-19 11:42:01,2026-03-21 22:42:01,Application Crash,Medium,Closed,Loss reveal describe main fill direction administration control kind start subject me.
T00000235,C000523,P0099,A0008,2025-11-16 09:58:51,2025-11-17 06:58:51,Refund,Low,Resolved,Public himself class common employee seem rate idea challenge late never street young large investment carry.
T00000236,C001518,P0066,A0002,2026-01-02 09:48:02,,Login,Low,In Progress,Raise century watch teacher relationship wall decade nature TV live reality group by throw issue.
T00000237,C000095,P0061,A0025,2026-01-25 04:16:23,,Application Crash,Medium,In Progress,Parent image public air enjoy truth model hotel quickly computer really sister since employee get agent.
T00000238,C001908,P0005,A0032,2026-02-02 06:51:26,,Account Access,Critical,In Progress,Sign listen officer score whatever force table investment either across court prevent focus late say matter think matter fund.
T00000239,C000660,P0032,A0028,2025-10-20 09:00:51,,Hardware,High,In Progress,Job baby relate agree story money chair Congress decide I study.
T00000240,C000160,P0074,A0025,2026-01-06 08:08:44,2026-01-10 18:08:44,Login,Low,Resolved,Congress relationship compare poor lot blood avoid let he thought international building.
T00000241,C000458,P0067,A0005,2026-01-20 11:12:52,,Application Crash,Low,In Progress,Institution arm family pattern myself box environmental need officer discussion.
T00000242,C000579,P0100,A0020,2025-12-06 00:28:55,2025-12-10 15:28:55,Performance,Low,Closed,Vote structure western account once southern cost together section yet worker.
T00000243,C000756,P0026,A0020,2026-05-18 02:23:16,2026-05-18 04:23:16,Refund,High,Closed,Add you three continue however many back institution agent author let thought affect democratic young hundred create thought.
T00000244,C000951,P0048,A0034,2025-07-28 17:46:30,,Application Crash,Medium,In Progress,Rate walk fact cup continue strong contain true heavy difference both space civil everything.
T00000245,C000309,P0001,A0028,2026-01-01 17:47:06,,Login,Medium,In Progress,Without trouble accept develop none scientist series foot article thing past partner would foot recognize despite.
T00000246,C001720,P0089,A0002,2026-03-05 07:26:21,2026-03-08 17:26:21,Performance,Low,Resolved,Camera red yard manage must beautiful thus brother hold girl answer window.
T00000247,C001512,P0094,A0020,2026-02-17 04:38:24,2026-02-21 17:38:24,Login,Medium,Closed,Arrive store responsibility laugh position station law coach popular green day majority perhaps phone health.
T00000248,C000860,P0063,A0005,2026-01-05 06:03:55,,Payment,High,In Progress,Media national feeling able security year send suffer.
T00000249,C000090,P0030,A0031,2025-07-21 21:23:02,,Application Crash,High,Open,And act resource billion where such organization coach sign tough since.
T00000250,C000174,P0075,A0008,2025-11-06 16:44:07,2025-11-10 16:44:07,Refund,Medium,Closed,People evidence my trial once community church whatever easy community whatever each.
T00000251,C001213,P0073,A0005,2025-08-08 13:48:12,2025-08-08 23:48:12,Application Crash,Medium,Closed,Child hear present former table arrive peace role writer.
T00000252,C000598,P0034,A0022,2025-10-31 15:12:36,,Account Access,Critical,In Progress,Someone raise almost talk ok spend speak expect situation perhaps sense early themselves far.
T00000253,C000928,P0035,A0018,2025-10-17 02:42:31,2025-10-18 19:42:31,Login,Medium,Resolved,Try option car speech ago nor science yourself discover call whole especially establish class often.
T00000254,C001598,P0099,A0034,2026-01-02 00:35:12,,Login,Medium,In Progress,Seem hotel traditional particularly pass week brother drug market cup loss finally he civil.
T00000255,C000337,P0058,A0029,2026-06-30 11:30:59,,Performance,Critical,Open,Himself other term political not top game worry.
